,FIPS,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17
2110,39135,16.9,13.7,7.5,6.1
2111,39137,16.9,13.7,7.5,6.1
2112,39139,16.9,13.7,7.5,6.1
2113,39141,16.9,13.7,7.5,6.1
2114,39143,16.9,13.7,7.5,6.1
2115,39145,16.9,13.7,7.5,6.1
2116,39147,16.9,13.7,7.5,6.1
2117,39149,16.9,13.7,7.5,6.1
2118,39151,16.9,13.7,7.5,6.1
2119,39153,16.9,13.7,7.5,6.1
2120,39155,16.9,13.7,7.5,6.1
2121,39157,16.9,13.7,7.5,6.1
2122,39159,16.9,13.7,7.5,6.1
2123,39161,16.9,13.7,7.5,6.1
2124,39163,16.9,13.7,7.5,6.1
2125,39165,16.9,13.7,7.5,6.1
2126,39167,16.9,13.7,7.5,6.1
2127,39169,16.9,13.7,7.5,6.1
2128,39171,16.9,13.7,7.5,6.1
2129,39173,16.9,13.7,7.5,6.1
2130,39175,16.9,13.7,7.5,6.1
2131,40001,16.5,15.0,6.6,6.4
2132,40003,16.5,15.0,6.6,6.4
2133,40005,16.5,15.0,6.6,6.4
2134,40007,16.5,15.0,6.6,6.4
2135,40009,16.5,15.0,6.6,6.4
2136,40011,16.5,15.0,6.6,6.4
2137,40013,16.5,15.0,6.6,6.4
2138,40015,16.5,15.0,6.6,6.4
2139,40017,16.5,15.0,6.6,6.4
2140,40019,16.5,15.0,6.6,6.4
2141,40021,16.5,15.0,6.6,6.4
2142,40023,16.5,15.0,6.6,6.4
2143,40025,16.5,15.0,6.6,6.4
2144,40027,16.5,15.0,6.6,6.4
2145,40029,16.5,15.0,6.6,6.4
2146,40031,16.5,15.0,6.6,6.4
2147,40033,16.5,15.0,6.6,6.4
2148,40035,16.5,15.0,6.6,6.4
2149,40037,16.5,15.0,6.6,6.4
2150,40039,16.5,15.0,6.6,6.4
2151,40041,16.5,15.0,6.6,6.4
2152,40043,16.5,15.0,6.6,6.4
2153,40045,16.5,15.0,6.6,6.4
2154,40047,16.5,15.0,6.6,6.4
2155,40049,16.5,15.0,6.6,6.4
2156,40051,16.5,15.0,6.6,6.4
2157,40053,16.5,15.0,6.6,6.4
2158,40055,16.5,15.0,6.6,6.4
2159,40057,16.5,15.0,6.6,6.4
2160,40059,16.5,15.0,6.6,6.4
2161,40061,16.5,15.0,6.6,6.4
2162,40063,16.5,15.0,6.6,6.4
2163,40065,16.5,15.0,6.6,6.4
2164,40067,16.5,15.0,6.6,6.4
2165,40069,16.5,15.0,6.6,6.4
2166,40071,16.5,15.0,6.6,6.4
2167,40073,16.5,15.0,6.6,6.4
2168,40075,16.5,15.0,6.6,6.4
2169,40077,16.5,15.0,6.6,6.4
2170,40079,16.5,15.0,6.6,6.4
2171,40081,16.5,15.0,6.6,6.4
2172,40083,16.5,15.0,6.6,6.4
2173,40085,16.5,15.0,6.6,6.4
2174,40087,16.5,15.0,6.6,6.4
2175,40089,16.5,15.0,6.6,6.4
2176,40091,16.5,15.0,6.6,6.4
2177,40093,16.5,15.0,6.6,6.4
2178,40095,16.5,15.0,6.6,6.4
2179,40097,16.5,15.0,6.6,6.4
2180,40099,16.5,15.0,6.6,6.4
2181,40101,16.5,15.0,6.6,6.4
2182,40103,16.5,15.0,6.6,6.4
2183,40105,16.5,15.0,6.6,6.4
2184,40107,16.5,15.0,6.6,6.4
2185,40109,16.5,15.0,6.6,6.4
2186,40111,16.5,15.0,6.6,6.4
2187,40113,16.5,15.0,6.6,6.4
2188,40115,16.5,15.0,6.6,6.4
2189,40117,16.5,15.0,6.6,6.4
2190,40119,16.5,15.0,6.6,6.4
2191,40121,16.5,15.0,6.6,6.4
2192,40123,16.5,15.0,6.6,6.4
2193,40125,16.5,15.0,6.6,6.4
2194,40127,16.5,15.0,6.6,6.4
2195,40129,16.5,15.0,6.6,6.4
2196,40131,16.5,15.0,6.6,6.4
2197,40133,16.5,15.0,6.6,6.4
2198,40135,16.5,15.0,6.6,6.4
2199,40137,16.5,15.0,6.6,6.4
2200,40139,16.5,15.0,6.6,6.4
2201,40141,16.5,15.0,6.6,6.4
2202,40143,16.5,15.0,6.6,6.4
2203,40145,16.5,15.0,6.6,6.4
2204,40147,16.5,15.0,6.6,6.4
2205,40149,16.5,15.0,6.6,6.4
2206,40151,16.5,15.0,6.6,6.4
2207,40153,16.5,15.0,6.6,6.4
2208,41001,16.1,12.9,6.3,5.4
2209,41003,16.1,12.9,6.3,5.4
2210,41005,16.1,12.9,6.3,5.4
2211,41007,16.1,12.9,6.3,5.4
2212,41009,16.1,12.9,6.3,5.4
2213,41011,16.1,12.9,6.3,5.4
2214,41013,16.1,12.9,6.3,5.4
2215,41015,16.1,12.9,6.3,5.4
2216,41017,16.1,12.9,6.3,5.4
2217,41019,16.1,12.9,6.3,5.4
2218,41021,16.1,12.9,6.3,5.4
2219,41023,16.1,12.9,6.3,5.4
2220,41025,16.1,12.9,6.3,5.4
2221,41027,16.1,12.9,6.3,5.4
2222,41029,16.1,12.9,6.3,5.4
2223,41031,16.1,12.9,6.3,5.4
2224,41033,16.1,12.9,6.3,5.4
2225,41035,16.1,12.9,6.3,5.4
2226,41037,16.1,12.9,6.3,5.4
2227,41039,16.1,12.9,6.3,5.4
2228,41041,16.1,12.9,6.3,5.4
2229,41043,16.1,12.9,6.3,5.4
2230,41045,16.1,12.9,6.3,5.4
2231,41047,16.1,12.9,6.3,5.4
2232,41049,16.1,12.9,6.3,5.4
2233,41051,16.1,12.9,6.3,5.4
2234,41053,16.1,12.9,6.3,5.4
2235,41055,16.1,12.9,6.3,5.4
2236,41057,16.1,12.9,6.3,5.4
2237,41059,16.1,12.9,6.3,5.4
2238,41061,16.1,12.9,6.3,5.4
2239,41063,16.1,12.9,6.3,5.4
2240,41065,16.1,12.9,6.3,5.4
2241,41067,16.1,12.9,6.3,5.4
2242,41069,16.1,12.9,6.3,5.4
2243,41071,16.1,12.9,6.3,5.4
2244,42001,11.3,12.1,4.6,4.0
2245,42003,11.3,12.1,4.6,4.0
2246,42005,11.3,12.1,4.6,4.0
2247,42007,11.3,12.1,4.6,4.0
2248,42009,11.3,12.1,4.6,4.0
2249,42011,11.3,12.1,4.6,4.0
2250,42013,11.3,12.1,4.6,4.0
2251,42015,11.3,12.1,4.6,4.0
2252,42017,11.3,12.1,4.6,4.0
2253,42019,11.3,12.1,4.6,4.0
2254,42021,11.3,12.1,4.6,4.0
2255,42023,11.3,12.1,4.6,4.0
2256,42025,11.3,12.1,4.6,4.0
2257,42027,11.3,12.1,4.6,4.0
2258,42029,11.3,12.1,4.6,4.0
2259,42031,11.3,12.1,4.6,4.0
2260,42033,11.3,12.1,4.6,4.0
2261,42035,11.3,12.1,4.6,4.0
2262,42037,11.3,12.1,4.6,4.0
2263,42039,11.3,12.1,4.6,4.0
2264,42041,11.3,12.1,4.6,4.0
2265,42043,11.3,12.1,4.6,4.0
2266,42045,11.3,12.1,4.6,4.0
2267,42047,11.3,12.1,4.6,4.0
2268,42049,11.3,12.1,4.6,4.0
2269,42051,11.3,12.1,4.6,4.0
2270,42053,11.3,12.1,4.6,4.0
2271,42055,11.3,12.1,4.6,4.0
2272,42057,11.3,12.1,4.6,4.0
2273,42059,11.3,12.1,4.6,4.0
2274,42061,11.3,12.1,4.6,4.0
2275,42063,11.3,12.1,4.6,4.0
2276,42065,11.3,12.1,4.6,4.0
2277,42067,11.3,12.1,4.6,4.0
2278,42069,11.3,12.1,4.6,4.0
2279,42071,11.3,12.1,4.6,4.0
2280,42073,11.3,12.1,4.6,4.0
2281,42075,11.3,12.1,4.6,4.0
2282,42077,11.3,12.1,4.6,4.0
2283,42079,11.3,12.1,4.6,4.0
2284,42081,11.3,12.1,4.6,4.0
2285,42083,11.3,12.1,4.6,4.0
2286,42085,11.3,12.1,4.6,4.0
2287,42087,11.3,12.1,4.6,4.0
2288,42089,11.3,12.1,4.6,4.0
2289,42091,11.3,12.1,4.6,4.0
2290,42093,11.3,12.1,4.6,4.0
2291,42095,11.3,12.1,4.6,4.0
2292,42097,11.3,12.1,4.6,4.0
2293,42099,11.3,12.1,4.6,4.0
2294,42101,11.3,12.1,4.6,4.0
2295,42103,11.3,12.1,4.6,4.0
2296,42105,11.3,12.1,4.6,4.0
2297,42107,11.3,12.1,4.6,4.0
2298,42109,11.3,12.1,4.6,4.0
2299,42111,11.3,12.1,4.6,4.0
2300,42113,11.3,12.1,4.6,4.0
2301,42115,11.3,12.1,4.6,4.0
2302,42117,11.3,12.1,4.6,4.0
2303,42119,11.3,12.1,4.6,4.0
2304,42121,11.3,12.1,4.6,4.0
2305,42123,11.3,12.1,4.6,4.0
2306,42125,11.3,12.1,4.6,4.0
2307,42127,11.3,12.1,4.6,4.0
2308,42129,11.3,12.1,4.6,4.0
2309,42131,11.3,12.1,4.6,4.0
2310,42133,11.3,12.1,4.6,4.0
2311,44001,12.7,12.4,4.7,5.6
2312,44003,12.7,12.4,4.7,5.6
2313,44005,12.7,12.4,4.7,5.6
2314,44007,12.7,12.4,4.7,5.6
2315,44009,12.7,12.4,4.7,5.6
2316,45001,13.9,11.7,5.3,4.2
2317,45003,13.9,11.7,5.3,4.2
2318,45005,13.9,11.7,5.3,4.2
2319,45007,13.9,11.7,5.3,4.2
2320,45009,13.9,11.7,5.3,4.2
2321,45011,13.9,11.7,5.3,4.2
2322,45013,13.9,11.7,5.3,4.2
2323,45015,13.9,11.7,5.3,4.2
2324,45017,13.9,11.7,5.3,4.2
2325,45019,13.9,11.7,5.3,4.2
2326,45021,13.9,11.7,5.3,4.2
2327,45023,13.9,11.7,5.3,4.2
2328,45025,13.9,11.7,5.3,4.2
2329,45027,13.9,11.7,5.3,4.2
2330,45029,13.9,11.7,5.3,4.2
2331,45031,13.9,11.7,5.3,4.2
2332,45033,13.9,11.7,5.3,4.2
2333,45035,13.9,11.7,5.3,4.2
2334,45037,13.9,11.7,5.3,4.2
2335,45039,13.9,11.7,5.3,4.2
2336,45041,13.9,11.7,5.3,4.2
2337,45043,13.9,11.7,5.3,4.2
2338,45045,13.9,11.7,5.3,4.2
2339,45047,13.9,11.7,5.3,4.2
2340,45049,13.9,11.7,5.3,4.2
2341,45051,13.9,11.7,5.3,4.2
2342,45053,13.9,11.7,5.3,4.2
2343,45055,13.9,11.7,5.3,4.2
2344,45057,13.9,11.7,5.3,4.2
2345,45059,13.9,11.7,5.3,4.2
2346,45061,13.9,11.7,5.3,4.2
2347,45063,13.9,11.7,5.3,4.2
2348,45065,13.9,11.7,5.3,4.2
2349,45067,13.9,11.7,5.3,4.2
2350,45069,13.9,11.7,5.3,4.2
2351,45071,13.9,11.7,5.3,4.2
2352,45073,13.9,11.7,5.3,4.2
2353,45075,13.9,11.7,5.3,4.2
2354,45077,13.9,11.7,5.3,4.2
2355,45079,13.9,11.7,5.3,4.2
2356,45081,13.9,11.7,5.3,4.2
2357,45083,13.9,11.7,5.3,4.2
2358,45085,13.9,11.7,5.3,4.2
2359,45087,13.9,11.7,5.3,4.2
2360,45089,13.9,11.7,5.3,4.2
2361,45091,13.9,11.7,5.3,4.2
2362,46003,11.9,11.4,4.8,4.3
2363,46005,11.9,11.4,4.8,4.3
2364,46007,11.9,11.4,4.8,4.3
2365,46009,11.9,11.4,4.8,4.3
2366,46011,11.9,11.4,4.8,4.3
2367,46013,11.9,11.4,4.8,4.3
2368,46015,11.9,11.4,4.8,4.3
2369,46017,11.9,11.4,4.8,4.3
2370,46019,11.9,11.4,4.8,4.3
2371,46021,11.9,11.4,4.8,4.3
2372,46023,11.9,11.4,4.8,4.3
2373,46025,11.9,11.4,4.8,4.3
2374,46027,11.9,11.4,4.8,4.3
2375,46029,11.9,11.4,4.8,4.3
2376,46031,11.9,11.4,4.8,4.3
2377,46033,11.9,11.4,4.8,4.3
2378,46035,11.9,11.4,4.8,4.3
2379,46037,11.9,11.4,4.8,4.3
2380,46039,11.9,11.4,4.8,4.3
2381,46041,11.9,11.4,4.8,4.3
2382,46043,11.9,11.4,4.8,4.3
2383,46045,11.9,11.4,4.8,4.3
2384,46047,11.9,11.4,4.8,4.3
2385,46049,11.9,11.4,4.8,4.3
2386,46051,11.9,11.4,4.8,4.3
2387,46053,11.9,11.4,4.8,4.3
2388,46055,11.9,11.4,4.8,4.3
2389,46057,11.9,11.4,4.8,4.3
2390,46059,11.9,11.4,4.8,4.3
2391,46061,11.9,11.4,4.8,4.3
2392,46063,11.9,11.4,4.8,4.3
2393,46065,11.9,11.4,4.8,4.3
2394,46067,11.9,11.4,4.8,4.3
2395,46069,11.9,11.4,4.8,4.3
2396,46071,11.9,11.4,4.8,4.3
2397,46073,11.9,11.4,4.8,4.3
2398,46075,11.9,11.4,4.8,4.3
2399,46077,11.9,11.4,4.8,4.3
2400,46079,11.9,11.4,4.8,4.3
2401,46081,11.9,11.4,4.8,4.3
2402,46083,11.9,11.4,4.8,4.3
2403,46085,11.9,11.4,4.8,4.3
2404,46087,11.9,11.4,4.8,4.3
2405,46089,11.9,11.4,4.8,4.3
2406,46091,11.9,11.4,4.8,4.3
2407,46093,11.9,11.4,4.8,4.3
2408,46095,11.9,11.4,4.8,4.3
2409,46097,11.9,11.4,4.8,4.3
2410,46099,11.9,11.4,4.8,4.3
2411,46101,11.9,11.4,4.8,4.3
2412,46103,11.9,11.4,4.8,4.3
2413,46105,11.9,11.4,4.8,4.3
2414,46107,11.9,11.4,4.8,4.3
2415,46109,11.9,11.4,4.8,4.3
2416,46111,11.9,11.4,4.8,4.3
2417,46113,11.9,11.4,4.8,4.3
2418,46115,11.9,11.4,4.8,4.3
2419,46117,11.9,11.4,4.8,4.3
2420,46119,11.9,11.4,4.8,4.3
2421,46121,11.9,11.4,4.8,4.3
2422,46123,11.9,11.4,4.8,4.3
2423,46125,11.9,11.4,4.8,4.3
2424,46127,11.9,11.4,4.8,4.3
2425,46129,11.9,11.4,4.8,4.3
2426,46135,11.9,11.4,4.8,4.3
2427,46137,11.9,11.4,4.8,4.3
2428,47001,16.3,12.9,6.2,5.7
2429,47003,16.3,12.9,6.2,5.7
2430,47005,16.3,12.9,6.2,5.7
2431,47007,16.3,12.9,6.2,5.7
2432,47009,16.3,12.9,6.2,5.7
2433,47011,16.3,12.9,6.2,5.7
2434,47013,16.3,12.9,6.2,5.7
2435,47015,16.3,12.9,6.2,5.7
2436,47017,16.3,12.9,6.2,5.7
2437,47019,16.3,12.9,6.2,5.7
2438,47021,16.3,12.9,6.2,5.7
2439,47023,16.3,12.9,6.2,5.7
2440,47025,16.3,12.9,6.2,5.7
2441,47027,16.3,12.9,6.2,5.7
2442,47029,16.3,12.9,6.2,5.7
2443,47031,16.3,12.9,6.2,5.7
2444,47033,16.3,12.9,6.2,5.7
2445,47035,16.3,12.9,6.2,5.7
2446,47037,16.3,12.9,6.2,5.7
2447,47039,16.3,12.9,6.2,5.7
2448,47041,16.3,12.9,6.2,5.7
2449,47043,16.3,12.9,6.2,5.7
2450,47045,16.3,12.9,6.2,5.7
2451,47047,16.3,12.9,6.2,5.7
2452,47049,16.3,12.9,6.2,5.7
2453,47051,16.3,12.9,6.2,5.7
2454,47053,16.3,12.9,6.2,5.7
2455,47055,16.3,12.9,6.2,5.7
2456,47057,16.3,12.9,6.2,5.7
2457,47059,16.3,12.9,6.2,5.7
2458,47061,16.3,12.9,6.2,5.7
2459,47063,16.3,12.9,6.2,5.7
2460,47065,16.3,12.9,6.2,5.7
2461,47067,16.3,12.9,6.2,5.7
2462,47069,16.3,12.9,6.2,5.7
2463,47071,16.3,12.9,6.2,5.7
2464,47073,16.3,12.9,6.2,5.7
2465,47075,16.3,12.9,6.2,5.7
2466,47077,16.3,12.9,6.2,5.7
2467,47079,16.3,12.9,6.2,5.7
2468,47081,16.3,12.9,6.2,5.7
2469,47083,16.3,12.9,6.2,5.7
2470,47085,16.3,12.9,6.2,5.7
2471,47087,16.3,12.9,6.2,5.7
2472,47089,16.3,12.9,6.2,5.7
2473,47091,16.3,12.9,6.2,5.7
2474,47093,16.3,12.9,6.2,5.7
2475,47095,16.3,12.9,6.2,5.7
2476,47097,16.3,12.9,6.2,5.7
2477,47099,16.3,12.9,6.2,5.7
2478,47101,16.3,12.9,6.2,5.7
2479,47103,16.3,12.9,6.2,5.7
2480,47105,16.3,12.9,6.2,5.7
2481,47107,16.3,12.9,6.2,5.7
2482,47109,16.3,12.9,6.2,5.7
2483,47111,16.3,12.9,6.2,5.7
2484,47113,16.3,12.9,6.2,5.7
2485,47115,16.3,12.9,6.2,5.7
2486,47117,16.3,12.9,6.2,5.7
2487,47119,16.3,12.9,6.2,5.7
2488,47121,16.3,12.9,6.2,5.7
2489,47123,16.3,12.9,6.2,5.7
2490,47125,16.3,12.9,6.2,5.7
2491,47127,16.3,12.9,6.2,5.7
2492,47129,16.3,12.9,6.2,5.7
2493,47131,16.3,12.9,6.2,5.7
2494,47133,16.3,12.9,6.2,5.7
2495,47135,16.3,12.9,6.2,5.7
2496,47137,16.3,12.9,6.2,5.7
2497,47139,16.3,12.9,6.2,5.7
2498,47141,16.3,12.9,6.2,5.7
2499,47143,16.3,12.9,6.2,5.7
2500,47145,16.3,12.9,6.2,5.7
2501,47147,16.3,12.9,6.2,5.7
2502,47149,16.3,12.9,6.2,5.7
2503,47151,16.3,12.9,6.2,5.7
2504,47153,16.3,12.9,6.2,5.7
2505,47155,16.3,12.9,6.2,5.7
2506,47157,16.3,12.9,6.2,5.7
2507,47159,16.3,12.9,6.2,5.7
2508,47161,16.3,12.9,6.2,5.7
2509,47163,16.3,12.9,6.2,5.7
2510,47165,16.3,12.9,6.2,5.7
2511,47167,16.3,12.9,6.2,5.7
2512,47169,16.3,12.9,6.2,5.7
2513,47171,16.3,12.9,6.2,5.7
2514,47173,16.3,12.9,6.2,5.7
2515,47175,16.3,12.9,6.2,5.7
2516,47177,16.3,12.9,6.2,5.7
2517,47179,16.3,12.9,6.2,5.7
2518,47181,16.3,12.9,6.2,5.7
2519,47183,16.3,12.9,6.2,5.7
2520,47185,16.3,12.9,6.2,5.7
2521,47187,16.3,12.9,6.2,5.7
2522,47189,16.3,12.9,6.2,5.7
2523,48001,17.2,14.0,6.2,5.8
2524,48003,17.2,14.0,6.2,5.8
2525,48005,17.2,14.0,6.2,5.8
2526,48007,17.2,14.0,6.2,5.8
2527,48009,17.2,14.0,6.2,5.8
2528,48011,17.2,14.0,6.2,5.8
2529,48013,17.2,14.0,6.2,5.8
2530,48015,17.2,14.0,6.2,5.8
2531,48017,17.2,14.0,6.2,5.8
2532,48019,17.2,14.0,6.2,5.8
2533,48021,17.2,14.0,6.2,5.8
2534,48023,17.2,14.0,6.2,5.8
2535,48025,17.2,14.0,6.2,5.8
2536,48027,17.2,14.0,6.2,5.8
2537,48029,17.2,14.0,6.2,5.8
2538,48031,17.2,14.0,6.2,5.8
2539,48033,17.2,14.0,6.2,5.8
2540,48035,17.2,14.0,6.2,5.8
2541,48037,17.2,14.0,6.2,5.8
2542,48039,17.2,14.0,6.2,5.8
2543,48041,17.2,14.0,6.2,5.8
2544,48043,17.2,14.0,6.2,5.8
2545,48045,17.2,14.0,6.2,5.8
2546,48047,17.2,14.0,6.2,5.8
2547,48049,17.2,14.0,6.2,5.8
2548,48051,17.2,14.0,6.2,5.8
2549,48053,17.2,14.0,6.2,5.8
2550,48055,17.2,14.0,6.2,5.8
2551,48057,17.2,14.0,6.2,5.8
2552,48059,17.2,14.0,6.2,5.8
2553,48061,17.2,14.0,6.2,5.8
2554,48063,17.2,14.0,6.2,5.8
2555,48065,17.2,14.0,6.2,5.8
2556,48067,17.2,14.0,6.2,5.8
2557,48069,17.2,14.0,6.2,5.8
2558,48071,17.2,14.0,6.2,5.8
2559,48073,17.2,14.0,6.2,5.8
2560,48075,17.2,14.0,6.2,5.8
2561,48077,17.2,14.0,6.2,5.8
2562,48079,17.2,14.0,6.2,5.8
2563,48081,17.2,14.0,6.2,5.8
2564,48083,17.2,14.0,6.2,5.8
2565,48085,17.2,14.0,6.2,5.8
2566,48087,17.2,14.0,6.2,5.8
2567,48089,17.2,14.0,6.2,5.8
2568,48091,17.2,14.0,6.2,5.8
2569,48093,17.2,14.0,6.2,5.8
2570,48095,17.2,14.0,6.2,5.8
2571,48097,17.2,14.0,6.2,5.8
2572,48099,17.2,14.0,6.2,5.8
2573,48101,17.2,14.0,6.2,5.8
2574,48103,17.2,14.0,6.2,5.8
2575,48105,17.2,14.0,6.2,5.8
2576,48107,17.2,14.0,6.2,5.8
2577,48109,17.2,14.0,6.2,5.8
2578,48111,17.2,14.0,6.2,5.8
2579,48113,17.2,14.0,6.2,5.8
2580,48115,17.2,14.0,6.2,5.8
2581,48117,17.2,14.0,6.2,5.8
2582,48119,17.2,14.0,6.2,5.8
2583,48121,17.2,14.0,6.2,5.8
2584,48123,17.2,14.0,6.2,5.8
2585,48125,17.2,14.0,6.2,5.8
2586,48127,17.2,14.0,6.2,5.8
2587,48129,17.2,14.0,6.2,5.8
2588,48131,17.2,14.0,6.2,5.8
2589,48133,17.2,14.0,6.2,5.8
2590,48135,17.2,14.0,6.2,5.8
2591,48137,17.2,14.0,6.2,5.8
2592,48139,17.2,14.0,6.2,5.8
2593,48141,17.2,14.0,6.2,5.8
2594,48143,17.2,14.0,6.2,5.8
2595,48145,17.2,14.0,6.2,5.8
2596,48147,17.2,14.0,6.2,5.8
2597,48149,17.2,14.0,6.2,5.8
2598,48151,17.2,14.0,6.2,5.8
2599,48153,17.2,14.0,6.2,5.8
2600,48155,17.2,14.0,6.2,5.8
2601,48157,17.2,14.0,6.2,5.8
2602,48159,17.2,14.0,6.2,5.8
2603,48161,17.2,14.0,6.2,5.8
2604,48163,17.2,14.0,6.2,5.8
2605,48165,17.2,14.0,6.2,5.8
2606,48167,17.2,14.0,6.2,5.8
2607,48169,17.2,14.0,6.2,5.8
2608,48171,17.2,14.0,6.2,5.8
2609,48173,17.2,14.0,6.2,5.8
2610,48175,17.2,14.0,6.2,5.8
2611,48177,17.2,14.0,6.2,5.8
2612,48179,17.2,14.0,6.2,5.8
2613,48181,17.2,14.0,6.2,5.8
2614,48183,17.2,14.0,6.2,5.8
2615,48185,17.2,14.0,6.2,5.8
2616,48187,17.2,14.0,6.2,5.8
2617,48189,17.2,14.0,6.2,5.8
2618,48191,17.2,14.0,6.2,5.8
2619,48193,17.2,14.0,6.2,5.8
2620,48195,17.2,14.0,6.2,5.8
2621,48197,17.2,14.0,6.2,5.8
2622,48199,17.2,14.0,6.2,5.8
2623,48201,17.2,14.0,6.2,5.8
